postal_code,category,number_licensed
M4B 1Z1,TOW TRUCK OWNER,1
M4B 1Z5,BUILDING RENOVATOR,2
M4B 1Z5,EATING ESTABLISHMENT,2
M4B 1Z5,RETAIL STORE (FOOD),2
M4B 1Z5,TEMPORARY SIGN - MOBILE,2
M4B 1Z7,BUILDING RENOVATOR,4
M4B 1Z7,SECOND HAND SHOP,1
M4B 2A2,BUILDING RENOVATOR,1
M4B 2A7,BUILDING RENOVATOR,1
M4B 2B1,BUILDING RENOVATOR,1
M4B 2B3,BUILDING RENOVATOR,1
M4B 2B6,BUILDING RENOVATOR,2
M4B 2B7,BUILDING RENOVATOR,2
M4B 2C4,BUILDING RENOVATOR,1
M4B 2E5,LIMOUSINE SERVICE COMPANY,1
M4B 2E5,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,2
M4B 2E5,RETAIL STORE (FOOD),5
M4B 2E6,CLOTHING DROP BOX LOCATION PERMIT,1
M4B 2E6,EATING ESTABLISHMENT,4
M4B 2E6,LAUNDRY,2
M4B 2E6,RETAIL STORE (FOOD),1
M4B 2E8,EATING ESTABLISHMENT,16
M4B 2E8,LAUNDRY,10
M4B 2E8,RETAIL STORE (FOOD),14
M4B 2E9,EATING ESTABLISHMENT,10
M4B 2E9,PERSONAL SERVICES SETTINGS,3
M4B 2E9,RETAIL STORE (FOOD),10
M4B 2J6,BUILDING RENOVATOR,1
M4B 2J8,DRIVING SCHOOL OPERATOR (B),1
M4B 2K2,EATING ESTABLISHMENT,11
M4B 2K2,LAUNDRY,1
M4B 2K2,PERSONAL SERVICES SETTINGS,6
M4B 2K2,PLUMBING CONTRACTOR,1
M4B 2K2,RETAIL STORE (FOOD),18
M4B 2K3,EATING ESTABLISHMENT,13
M4B 2K3,LAUNDRY,5
M4B 2K3,PERSONAL SERVICES SETTINGS,6
M4B 2K3,RETAIL STORE (FOOD),8
M4B 2K3,TEMPORARY SIGN - MOBILE,1
M4B 2K4,CLOTHING DROP BOX LOCATION PERMIT,2
M4B 2K4,RETAIL STORE (FOOD),5
M4B 2K5,EATING ESTABLISHMENT,21
M4B 2K5,HOLISTIC CENTRE,4
M4B 2K5,PERSONAL SERVICES SETTINGS,4
M4B 2K5,PUBLIC GARAGE,4
M4B 2K5,RETAIL STORE (FOOD),19
M4B 2K5,TEMPORARY FIREWORKS VENDOR (OVER 25 KG),1
M4B 2K6,PERSONAL SERVICES SETTINGS,2
M4B 2K6,PUBLIC GARAGE,7
M4B 2K6,RETAIL STORE (FOOD),1
M4B 2L4,PERSONAL SERVICES SETTINGS,4
M4B 2L4,RETAIL STORE (FOOD),4
M4B 2N7,PERSONAL SERVICES SETTINGS,2
M4B 2N7,RETAIL STORE (FOOD),1
M4B 2P5,BUILDING RENOVATOR,1
M4B 2P6,BUILDING RENOVATOR,1
M4B 2R1,BUILDING RENOVATOR,1
M4B 2R2,PLUMBING CONTRACTOR,1
M4B 2R9,TOW TRUCK OWNER,11
M4B 2S6,EATING ESTABLISHMENT,4
M4B 2S6,LAUNDRY,2
M4B 2S6,PUBLIC GARAGE,7
M4B 2S7,BUILDING RENOVATOR,4
M4B 2S7,EATING ESTABLISHMENT,6
M4B 2S7,HOLISTIC CENTRE,10
M4B 2S7,LAUNDRY,1
M4B 2S7,MARKETING DISPLAY,1
M4B 2S7,PERSONAL SERVICES SETTINGS,15
M4B 2S7,PLUMBING CONTRACTOR,1
M4B 2S7,RETAIL STORE (FOOD),10
M4B 2S8,HOLISTIC CENTRE,1
M4B 2S8,RETAIL STORE (FOOD),1
M4B 2S9,CLOTHING DROP BOX LOCATION PERMIT,2
M4B 2S9,EATING ESTABLISHMENT,3
M4B 2S9,RETAIL STORE (FOOD),7
M4B 2T1,EATING ESTABLISHMENT,26
M4B 2T1,HOLISTIC CENTRE,1
M4B 2T1,PERSONAL SERVICES SETTINGS,4
M4B 2T1,RETAIL STORE (FOOD),17
M4B 2T1,SIDEWALK CAFE,3
M4B 2T3,EATING ESTABLISHMENT,2
M4B 2T5,EATING ESTABLISHMENT,12
M4B 2T5,HOLISTIC CENTRE,1
M4B 2T5,PRECIOUS METAL SHOP,1
M4B 2T5,PUBLIC GARAGE,3
M4B 2T5,RETAIL STORE (FOOD),2
M4B 2T5,SIDEWALK CAFE,2
M4B 2T7,EATING ESTABLISHMENT,2
M4B 2T7,RETAIL STORE (FOOD),2
M4B 2T8,BUILDING RENOVATOR,2
M4B 2T8,CLOTHING DROP BOX LOCATION PERMIT,1
M4B 2T8,DRIVING SCHOOL OPERATOR (B),1
M4B 2T8,EATING ESTABLISHMENT,5
M4B 2T8,MOTORIZED REFRESHMENT VEHICLE OWNER,1
M4B 2T8,PERSONAL SERVICES SETTINGS,1
M4B 2T8,PLACE OF AMUSEMENT,1
M4B 2T8,PLUMBING CONTRACTOR,1
M4B 2T8,RETAIL STORE (FOOD),9
M4B 2T8,TEMPORARY SIGN - MOBILE,1
M4B 2V2,PRIVATE PARKING ENFORCEMENT AGENCY,1
M4B 2V5,BOWLING HOUSE,3
M4B 2V5,CLOTHING DROP BOX LOCATION PERMIT,1
M4B 2V5,LAUNDRY,3
M4B 2V5,PERSONAL SERVICES SETTINGS,1
M4B 2V5,PUBLIC GARAGE,4
M4B 2V5,RETAIL STORE (FOOD),7
M4B 2V7,EATING ESTABLISHMENT,23
M4B 2V7,LAUNDRY,5
M4B 2V7,PERSONAL SERVICES SETTINGS,12
M4B 2V7,RETAIL STORE (FOOD),18
M4B 2W8,TAXICAB OWNER,1
M4B 2X1,CLOTHING DROP BOX LOCATION PERMIT,2
M4B 2X2,MOTORIZED REFRESHMENT VEHICLE OWNER,1
M4B 2Z6,TAXICAB OWNER,1
M4B 3A3,BUILDING RENOVATOR,1
M4B 3B1,TAXICAB OWNER,1
M4B 3B2,BUILDING RENOVATOR,2
M4B 3C5,BUILDING RENOVATOR,1
M4B 3C8,BUILDING RENOVATOR,1
M4B 3E2,BUILDING RENOVATOR,2
M4B 3E5,BUILDING RENOVATOR,1
M4B 3E5,EATING ESTABLISHMENT,1
M4B 3E5,RETAIL STORE (FOOD),2
M4B 3G4,PUBLIC GARAGE,3
M4B 3H1,PUBLIC GARAGE,1
M4B 3H3,BUILDING RENOVATOR,1
M4B 3H6,BUILDING RENOVATOR,1
M4B 3H6,CLOTHING DROP BOX LOCATION PERMIT,1
M4B 3H6,RETAIL STORE (FOOD),1
M4B 3H8,BUILDING RENOVATOR,1
M4B 3K8,BUILDING RENOVATOR,1
M4B 3L4,EATING ESTABLISHMENT,5
M4B 3L4,LAUNDRY,1
M4B 3L4,PERSONAL SERVICES SETTINGS,2
M4B 3L4,RETAIL STORE (FOOD),1
M4B 3L8,EATING ESTABLISHMENT,3
M4B 3L8,RETAIL STORE (FOOD),1
M4B 3M1,CLOTHING DROP BOX LOCATION PERMIT,1
M4B 3M1,EATING ESTABLISHMENT,3
M4B 3M1,PERSONAL SERVICES SETTINGS,3
M4B 3M1,RETAIL STORE (FOOD),13
M4B 3M1,SIDEWALK CAFE,1
M4B 3M2,BUILDING RENOVATOR,1
M4B 3M8,PLUMBING CONTRACTOR,1
M4B 3N4,BUILDING RENOVATOR,2
M4B 3N4,PLUMBING CONTRACTOR,1
M4B 3N4,PUBLIC GARAGE,1
M4B 3N5,PERSONAL SERVICES SETTINGS,1
M4B 3N9,MOBILE VENDING (FOOD TRUCK),2
M4B 3N9,MOTORIZED REFRESHMENT VEHICLE OWNER,1
M4C,AUCTIONEER,1
M4C,BUILDING RENOVATOR,82
M4C,CHIMNEY REPAIRMAN,1
M4C,DRAIN CONTRACTOR,2
M4C,DRAIN LAYER,1
M4C,DRIVING INSTRUCTOR (V),42
M4C,DRIVING SCHOOL OPERATOR (V),1
M4C,HAWKER/PEDLAR ON FOOT,8
M4C,HAWKER/PEDLAR WITH MOTOR VEHICLE,2
M4C,HAWKER/PEDLAR WITH PUSH CART,2
M4C,HEATING CONTRACTOR,3
M4C,LIMOUSINE OWNER,14
M4C,MASTER HEATING INSTALLER,6
M4C,MASTER PLUMBER,22
M4C,MOBILE VENDING (FOOD TRUCK),1
M4C,MOTORIZED REFRESHMENT VEHICLE OWNER,4
M4C,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,19
M4C,PLUMBING & HEATING CONTRACTOR,1
M4C,PLUMBING CONTRACTOR,6
M4C,TAXICAB OWNER,78
M4C,TORONTO TAXICAB OWNER,11
M4C 1B4,BUILDING RENOVATOR,2
M4C 1B8,BUILDING RENOVATOR,1
M4C 1C2,PLUMBING CONTRACTOR,1
M4C 1G2,PUBLIC GARAGE,1
M4C 1G7,BUILDING RENOVATOR,1
M4C 1H1,PLUMBING CONTRACTOR,1
M4C 1H6,CLOTHING DROP BOX LOCATION PERMIT,1
M4C 1H6,EATING ESTABLISHMENT,17
M4C 1H6,RETAIL STORE (FOOD),9
M4C 1H6,TEMPORARY FIREWORKS VENDOR (UNDER 25 KG),3
M4C 1H7,EATING ESTABLISHMENT,6
M4C 1H8,BUILDING RENOVATOR,2
M4C 1H8,CURB LANE CAFE,1
M4C 1H8,EATING ESTABLISHMENT,27
M4C 1H8,HOLISTIC CENTRE,3
M4C 1H8,MARKETING DISPLAY,4
M4C 1H8,PAWN SHOP,3
M4C 1H8,PERSONAL SERVICES SETTINGS,7
M4C 1H8,PUBLIC GARAGE,6
M4C 1H8,RETAIL STORE (FOOD),15
M4C 1H8,SECOND HAND SHOP,3
M4C 1H8,SIDEWALK CAFE,7
M4C 1H9,EATING ESTABLISHMENT,3
M4C 1J1,EATING ESTABLISHMENT,7
M4C 1J1,LAUNDRY,2
M4C 1J1,PERSONAL SERVICES SETTINGS,8
M4C 1J1,RETAIL STORE (FOOD),1
M4C 1J1,SECOND HAND SHOP,1
M4C 1J1,SIDEWALK CAFE,1
M4C 1J2,BILLIARD HALL,1
M4C 1J2,EATING ESTABLISHMENT,9
M4C 1J2,PERSONAL SERVICES SETTINGS,3
M4C 1J2,PLACE OF AMUSEMENT,1
M4C 1J2,RETAIL STORE (FOOD),3
M4C 1J2,SECOND HAND SHOP,1
M4C 1J3,EATING ESTABLISHMENT,1
M4C 1J3,HOLISTIC CENTRE,10
M4C 1J3,MARKETING DISPLAY,1
M4C 1J3,PERSONAL SERVICES SETTINGS,1
M4C 1J3,PUBLIC GARAGE,1
M4C 1J3,RETAIL STORE (FOOD),11
M4C 1J3,SECOND HAND SHOP,1
M4C 1J3,TEMPORARY SIGN - A-FRAME,2
M4C 1J4,BILLIARD HALL,6
M4C 1J4,EATING ESTABLISHMENT,13
M4C 1J4,HOLISTIC CENTRE,6
M4C 1J4,LAUNDRY,2
M4C 1J4,MARKETING DISPLAY,3
M4C 1J4,PERSONAL SERVICES SETTINGS,10
M4C 1J4,PLACE OF AMUSEMENT,1
M4C 1J4,PRECIOUS METAL SHOP,1
M4C 1J4,RETAIL STORE (FOOD),16
M4C 1J4,SECOND HAND SHOP,2
M4C 1J4,SIDEWALK CAFE,2
M4C 1J5,CLOTHING DROP BOX LOCATION PERMIT,1
M4C 1J5,PRIVATE PARKING ENFORCEMENT AGENCY,1
M4C 1J5,PUBLIC GARAGE,6
M4C 1J5,RETAIL STORE (FOOD),1
M4C 1J5,TEMPORARY SIGN - A-FRAME,1
M4C 1J6,BUILDING RENOVATOR,2
M4C 1J6,EATING ESTABLISHMENT,25
M4C 1J6,HOLISTIC CENTRE,4
M4C 1J6,MARKETING DISPLAY,1
M4C 1J6,PERSONAL SERVICES SETTINGS,7
M4C 1J6,PLACE OF AMUSEMENT,2
M4C 1J6,RETAIL STORE (FOOD),32
M4C 1J6,SECOND HAND SHOP,2
M4C 1J6,SIDEWALK CAFE,3
M4C 1J6,TEMPORARY SIGN - A-FRAME,1
M4C 1J7,DRIVING SCHOOL OPERATOR (B),1
M4C 1J7,EATING ESTABLISHMENT,5
M4C 1J7,PERSONAL SERVICES SETTINGS,8
M4C 1J7,RETAIL STORE (FOOD),2
M4C 1J7,TEMPORARY SIGN - A-FRAME,1
M4C 1J8,DRIVING SCHOOL OPERATOR (B),5
M4C 1J8,EATING ESTABLISHMENT,26
M4C 1J8,LAUNDRY,2
M4C 1J8,PERSONAL SERVICES SETTINGS,4
M4C 1J8,PLACE OF AMUSEMENT,1
M4C 1J8,RETAIL STORE (FOOD),2
M4C 1J8,SIDEWALK CAFE,1
M4C 1J8,SMOKE SHOP,1
M4C 1J9,BUILDING RENOVATOR,1
M4C 1J9,DRIVING SCHOOL OPERATOR (B),2
M4C 1J9,EATING ESTABLISHMENT,21
M4C 1J9,HOLISTIC CENTRE,2
M4C 1J9,MARKETING DISPLAY,1
M4C 1J9,MOTORIZED REFRESHMENT VEHICLE OWNER,1
M4C 1J9,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,6
M4C 1J9,PERSONAL SERVICES SETTINGS,7
M4C 1J9,RETAIL STORE (FOOD),11
M4C 1J9,SECOND HAND SHOP,3
M4C 1J9,SIDEWALK CAFE,1
M4C 1K1,EATING ESTABLISHMENT,4
M4C 1K1,MARKETING DISPLAY,1
M4C 1K1,RETAIL STORE (FOOD),3
M4C 1K1,SECOND HAND SHOP,2
M4C 1K2,CURB LANE CAFE,1
M4C 1K2,DRIVING SCHOOL OPERATOR (B),1
M4C 1K2,EATING ESTABLISHMENT,4
M4C 1K2,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
M4C 1K2,PERSONAL SERVICES SETTINGS,3
M4C 1K2,PRECIOUS METAL SHOP,1
M4C 1K2,RETAIL STORE (FOOD),4
M4C 1K2,SECOND HAND SHOP,2
M4C 1K2,SMOKE SHOP,1
M4C 1K3,EATING ESTABLISHMENT,15
M4C 1K3,PERSONAL SERVICES SETTINGS,3
M4C 1K3,PUBLIC GARAGE,10
M4C 1K3,SECOND HAND SHOP,1
M4C 1K3,SIDEWALK CAFE,1
M4C 1K4,EATING ESTABLISHMENT,18
M4C 1K4,HOLISTIC CENTRE,1
M4C 1K4,PERSONAL SERVICES SETTINGS,6
M4C 1K4,PUBLIC GARAGE,2
M4C 1K4,RETAIL STORE (FOOD),10
M4C 1K4,SECOND HAND SHOP,3
M4C 1K4,SIDEWALK CAFE,2
M4C 1K5,EATING ESTABLISHMENT,7
M4C 1K5,PUBLIC GARAGE,5
M4C 1K6,PUBLIC GARAGE,3
M4C 1K7,CLOTHING DROP BOX LOCATION PERMIT,1
M4C 1K7,EATING ESTABLISHMENT,30
M4C 1K7,HOLISTIC CENTRE,2
M4C 1K7,LAUNDRY,1
M4C 1K7,MARKETING DISPLAY,2
M4C 1K7,PERSONAL SERVICES SETTINGS,4
M4C 1K7,PLUMBING CONTRACTOR,3
M4C 1K7,PUBLIC GARAGE,8
M4C 1K7,RETAIL STORE (FOOD),8
M4C 1K7,SECOND HAND SHOP,1
M4C 1K7,SIDEWALK CAFE,2
M4C 1K8,EATING ESTABLISHMENT,1
M4C 1K8,PUBLIC GARAGE,5
M4C 1K8,RETAIL STORE (FOOD),1
M4C 1K9,EATING ESTABLISHMENT,5
M4C 1K9,HOLISTIC CENTRE,5
M4C 1K9,LAUNDRY,2
M4C 1K9,PERSONAL SERVICES SETTINGS,5
M4C 1K9,RETAIL STORE (FOOD),14
M4C 1K9,SECOND HAND SHOP,2
M4C 1K9,SIDEWALK CAFE,3
M4C 1L1,CLOTHING DROP BOX LOCATION PERMIT,1
M4C 1L1,COMMERCIAL PARKING LOT,1
M4C 1L1,EATING ESTABLISHMENT,1
M4C 1L1,MARKETING DISPLAY,4
M4C 1L1,RETAIL STORE (FOOD),11
M4C 1L1,SECOND HAND SHOP,1
M4C 1L1,SIDEWALK CAFE,1
M4C 1L2,EATING ESTABLISHMENT,3
M4C 1L2,RETAIL STORE (FOOD),5
M4C 1L3,EATING ESTABLISHMENT,12
M4C 1L3,MARKETING DISPLAY,1
M4C 1L3,PERSONAL SERVICES SETTINGS,4
M4C 1L3,RETAIL STORE (FOOD),14
M4C 1L3,SECOND HAND SHOP,1
M4C 1L3,TEMPORARY SIGN - A-FRAME,1
M4C 1L4,CLOTHING DROP BOX LOCATION PERMIT,1
M4C 1L4,COMMERCIAL PARKING LOT,1
M4C 1L4,EATING ESTABLISHMENT,2
M4C 1L4,PUBLIC GARAGE,6
M4C 1L4,RETAIL STORE (FOOD),4
M4C 1L4,TEMPORARY MOBILE FIREWORKS VENDOR,1
M4C 1L5,CLOTHING DROP BOX LOCATION PERMIT,1
M4C 1L5,EATING ESTABLISHMENT,7
M4C 1L5,PAWN SHOP,1
M4C 1L5,PAYDAY LOAN,1
M4C 1L5,PRECIOUS METAL SHOP,1
M4C 1L5,RETAIL STORE (FOOD),4
M4C 1L6,CLOTHING DROP BOX LOCATION PERMIT,1
M4C 1L7,DRIVING SCHOOL OPERATOR (B),3
M4C 1L7,EATING ESTABLISHMENT,56
M4C 1L7,HOLISTIC CENTRE,2
M4C 1L7,LAUNDRY,1
M4C 1L7,MARKETING DISPLAY,8
M4C 1L7,PERSONAL SERVICES SETTINGS,20
M4C 1L7,PLACE OF AMUSEMENT,2
M4C 1L7,PRECIOUS METAL SHOP,1
M4C 1L7,RETAIL STORE (FOOD),52
M4C 1L7,SECOND HAND SHOP,6
M4C 1L7,SMOKE SHOP,2
M4C 1L7,TAXICAB OWNER,1
M4C 1L7,TEMPORARY FIREWORKS VENDOR (OVER 25 KG),1
M4C 1L8,EATING ESTABLISHMENT,16
M4C 1L8,LAUNDRY,4
M4C 1L8,PAYDAY LOAN,1
M4C 1L8,PERSONAL SERVICES SETTINGS,7
M4C 1L8,RETAIL STORE (FOOD),11
M4C 1L9,BILLIARD HALL,4
M4C 1L9,EATING ESTABLISHMENT,19
M4C 1L9,PERSONAL SERVICES SETTINGS,3
M4C 1L9,PUBLIC GARAGE,13
M4C 1L9,RETAIL STORE (FOOD),1
M4C 1L9,SECOND HAND SHOP,1
M4C 1L9,SIDEWALK CAFE,1
M4C 1M1,CLOTHING DROP BOX LOCATION PERMIT,1
M4C 1M1,EATING ESTABLISHMENT,16
M4C 1M1,PERSONAL SERVICES SETTINGS,7
M4C 1M1,PUBLIC GARAGE,1
M4C 1M1,RETAIL STORE (FOOD),13
M4C 1M1,SECOND HAND SHOP,7
M4C 1M2,EATING ESTABLISHMENT,17
M4C 1M2,PERSONAL SERVICES SETTINGS,5
M4C 1M2,PLACE OF AMUSEMENT,1
M4C 1M2,RETAIL STORE (FOOD),4
M4C 1M2,SECOND HAND SHOP,1
M4C 1M3,EATING ESTABLISHMENT,11
M4C 1M3,PERSONAL SERVICES SETTINGS,3
M4C 1M3,PRECIOUS METAL SHOP,1
M4C 1M3,RETAIL STORE (FOOD),11
M4C 1M3,SECOND HAND SHOP,2
M4C 1M4,EATING ESTABLISHMENT,6
M4C 1M4,RETAIL STORE (FOOD),3
M4C 1M5,EATING ESTABLISHMENT,3
M4C 1M5,MARKETING DISPLAY,4
M4C 1M5,PERSONAL SERVICES SETTINGS,1
M4C 1M5,RETAIL STORE (FOOD),3
M4C 1M6,DRIVING SCHOOL OPERATOR (B),3
M4C 1M6,DRIVING SCHOOL OPERATOR (V),1
M4C 1M6,EATING ESTABLISHMENT,5
M4C 1M6,MARKETING DISPLAY,2
M4C 1M6,PAYDAY LOAN,1
M4C 1M6,PERSONAL SERVICES SETTINGS,5
M4C 1M6,RETAIL STORE (FOOD),22
M4C 1M7,DRIVING SCHOOL OPERATOR (B),1
M4C 1M7,EATING ESTABLISHMENT,6
M4C 1M7,LAUNDRY,2
M4C 1M7,MARKETING DISPLAY,5
M4C 1M7,PERSONAL SERVICES SETTINGS,2
M4C 1M7,RETAIL STORE (FOOD),11
M4C 1M7,SECOND HAND SHOP,5
M4C 1M7,SIDEWALK CAFE,1
M4C 1M9,CLOTHING DROP BOX LOCATION PERMIT,2
M4C 1M9,DRIVE-SELF RENTAL OWNER,2
M4C 1M9,EATING ESTABLISHMENT,16
M4C 1M9,HOLISTIC CENTRE,1
M4C 1M9,LAUNDRY,4
M4C 1M9,PERSONAL SERVICES SETTINGS,6
M4C 1M9,RETAIL STORE (FOOD),28
M4C 1M9,SECOND HAND SHOP,6
M4C 1M9,TEMPORARY MOBILE FIREWORKS VENDOR,9
M4C 1M9,TEMPORARY SIGN - MOBILE,14
M4C 1N1,EATING ESTABLISHMENT,6
M4C 1N1,RETAIL STORE (FOOD),1
M4C 1N2,BILLIARD HALL,1
M4C 1N2,DRIVE-SELF RENTAL OWNER,2
M4C 1N2,EATING ESTABLISHMENT,12
M4C 1N2,PERSONAL SERVICES SETTINGS,7
M4C 1N2,PET SHOP,1
M4C 1N2,PRECIOUS METAL SHOP,1
M4C 1N2,PUBLIC GARAGE,2
M4C 1N2,PUBLIC HALL,1
M4C 1N2,RETAIL STORE (FOOD),11
M4C 1N2,SECOND HAND SHOP,1
M4C 1N2,TEMPORARY SIGN - MOBILE,1
M4C 1N3,BUILDING RENOVATOR,1
M4C 1N7,BUILDING RENOVATOR,1
M4C 1N7,PLUMBING CONTRACTOR,1
M4C 1S3,BUILDING RENOVATOR,1
M4C 1T3,BUILDING RENOVATOR,1
M4C 1T6,BUILDING RENOVATOR,1
M4C 1V2,BUILDING RENOVATOR,2
M4C 1V7,BUILDING RENOVATOR,1
M4C 1W7,DRIVEWAY PAVING CONTRACTOR,1
M4C 1Y9,RETAIL STORE (FOOD),2
M4C 1Z5,BUILDING RENOVATOR,1
M4C 2A8,BUILDING RENOVATOR,1
M4C 2B3,BUILDING RENOVATOR,2
M4C 2B4,TAXICAB OWNER,1
M4C 2C3,CLOTHING DROP BOX LOCATION PERMIT,1
M4C 2C3,RETAIL STORE (FOOD),3
M4C 2C9,BUILDING RENOVATOR,1
M4C 2E1,RETAIL STORE (FOOD),1
M4C 2E3,RETAIL STORE (FOOD),4
M4C 2E4,PUBLIC GARAGE,3
M4C 2G3,BUILDING RENOVATOR,1
M4C 2G8,BUILDING RENOVATOR,2
M4C 2G8,CLOTHING DROP BOX LOCATION PERMIT,1
M4C 2G9,RETAIL STORE (FOOD),2
M4C 2K8,PERSONAL SERVICES SETTINGS,1
M4C 2L6,RETAIL STORE (FOOD),2
M4C 2L7,BUILDING RENOVATOR,1
M4C 2M1,PLUMBING CONTRACTOR,1
M4C 2N7,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,4
M4C 2P4,BUILDING RENOVATOR,1
M4C 2T4,PLUMBING CONTRACTOR,2
M4C 2T5,BUILDING RENOVATOR,1
M4C 2T7,BUILDING RENOVATOR,1
M4C 2V2,SIDEWALK VENDING,1
M4C 2W6,EATING ESTABLISHMENT,2
M4C 2W6,RETAIL STORE (FOOD),1
M4C 2W6,TRANSIENT TRADER,1
M4C 2X3,DRIVEWAY PAVING CONTRACTOR,1
M4C 2Z7,EATING ESTABLISHMENT,1
M4C 2Z7,PUBLIC GARAGE,6
M4C 2Z7,RETAIL STORE (FOOD),1
M4C 2Z8,BUILDING RENOVATOR,1
M4C 3A2,BUILDING RENOVATOR,3
M4C 3B1,BUILDING RENOVATOR,1
M4C 3B2,BUILDING RENOVATOR,1
M4C 3B2,TAXICAB OWNER,1
M4C 3B8,PERSONAL SERVICES SETTINGS,2
M4C 3B9,LAUNDRY,4
M4C 3B9,PERSONAL SERVICES SETTINGS,4
M4C 3B9,RETAIL STORE (FOOD),1
M4C 3C1,LAUNDRY,1
M4C 3C6,TAXICAB OWNER,1
M4C 3E7,COMMERCIAL PARKING LOT,1
M4C 3E7,EATING ESTABLISHMENT,7
M4C 3E7,RETAIL STORE (FOOD),9
M4C 3E8,BUILDING RENOVATOR,1
M4C 3G1,EATING ESTABLISHMENT,2
M4C 3G1,RETAIL STORE (FOOD),7
M4C 3G3,PLUMBING CONTRACTOR,1
M4C 3G4,CLOTHING DROP BOX LOCATION PERMIT,1
M4C 3G4,EATING ESTABLISHMENT,31
M4C 3G4,PERSONAL SERVICES SETTINGS,8
M4C 3G4,RETAIL STORE (FOOD),18
M4C 3G4,SIDEWALK CAFE,1
M4C 3G4,VAPOUR PRODUCT RETAILER,1
M4C 3G5,EATING ESTABLISHMENT,24
M4C 3G5,LAUNDRY,2
M4C 3G5,PERSONAL SERVICES SETTINGS,4
M4C 3G5,PUBLIC HALL,6
M4C 3G5,RETAIL STORE (FOOD),10
M4C 3G5,SECOND HAND SHOP,2
M4C 3G5,SIDEWALK CAFE,1
M4C 3G7,BUILDING RENOVATOR,1
M4C 3L2,BUILDING RENOVATOR,1
M4C 3L8,BUILDING RENOVATOR,2
M4C 3L9,BUILDING RENOVATOR,1
M4C 3M6,BUILDING RENOVATOR,2
M4C 3N7,BUILDING RENOVATOR,1
M4C 3N9,PLUMBING CONTRACTOR,3
M4C 3S1,BUILDING RENOVATOR,2
M4C 3S5,RETAIL STORE (FOOD),8
M4C 3V6,BUILDING RENOVATOR,1
M4C 3W2,BUILDING RENOVATOR,1
M4C 3W8,BUILDING RENOVATOR,1
M4C 3W8,PLUMBING CONTRACTOR,1
M4C 3X4,EATING ESTABLISHMENT,2
M4C 3X4,RETAIL STORE (FOOD),1
M4C 3X5,PERSONAL SERVICES SETTINGS,2
M4C 3Z3,RETAIL STORE (FOOD),1
M4C 3Z6,HEATING CONTRACTOR,1
M4C 3Z6,MASTER HEATING INSTALLER,1
M4C 4B8,COMMERCIAL PARKING LOT,2
M4C 4B8,RETAIL STORE (FOOD),3
M4C 4B8,TEMPORARY FIREWORKS VENDOR (UNDER 25 KG),1
M4C 4C1,BUILDING RENOVATOR,1
M4C 4C2,PERSONAL SERVICES SETTINGS,1
M4C 4C2,RETAIL STORE (FOOD),3
M4C 4C6,CLOTHING DROP BOX LOCATION PERMIT,1
M4C 4C6,PERSONAL SERVICES SETTINGS,1
M4C 4C6,PUBLIC GARAGE,2
M4C 4C6,RETAIL STORE (FOOD),13
M4C 4C6,SECOND HAND SHOP,2
M4C 4C6,VAPOUR PRODUCT RETAILER,1
M4C 4E1,EATING ESTABLISHMENT,5
M4C 4E1,PUBLIC GARAGE,2
M4C 4E1,RETAIL STORE (FOOD),4
M4C 4E2,CLOTHING DROP BOX LOCATION PERMIT,2
M4C 4E2,PERSONAL SERVICES SETTINGS,3
M4C 4E2,PUBLIC GARAGE,8
M4C 4E2,TAXICAB OPERATOR,1
M4C 4E2,TOW TRUCK OWNER,2
M4C 4E3,EATING ESTABLISHMENT,3
M4C 4E3,PERSONAL SERVICES SETTINGS,6
M4C 4E3,PUBLIC GARAGE,7
M4C 4E3,SECOND HAND SALVAGE SHOP,1
M4C 4E4,CLOTHING DROP BOX LOCATION PERMIT,1
M4C 4E4,EATING ESTABLISHMENT,1
M4C 4E4,PERSONAL SERVICES SETTINGS,5
M4C 4E4,PUBLIC HALL,1
M4C 4E5,EATING ESTABLISHMENT,5
M4C 4E5,LAUNDRY,5
M4C 4E5,RETAIL STORE (FOOD),6
M4C 4E5,SECOND HAND SHOP,1
M4C 4E5,VAPOUR PRODUCT RETAILER,1
M4C 4E6,LAUNDRY,3
M4C 4E7,BUILDING RENOVATOR,1
M4C 4E7,RETAIL STORE (FOOD),1
M4C 4E7,TEMPORARY FIREWORKS VENDOR (UNDER 25 KG),1
M4C 4E8,PUBLIC GARAGE,2
M4C 4E9,EATING ESTABLISHMENT,2
M4C 4G2,BUILDING RENOVATOR,1
M4C 4G2,RETAIL STORE (FOOD),2
M4C 4G3,PERSONAL SERVICES SETTINGS,1
M4C 4G4,LAUNDRY,7
M4C 4G4,PERSONAL SERVICES SETTINGS,1
M4C 4G4,VAPOUR PRODUCT RETAILER,1
M4C 4G8,PUBLIC GARAGE,2
M4C 4G9,RETAIL STORE (FOOD),2
M4C 4G9,TEMPORARY SIGN - MOBILE,1
M4C 4H1,RETAIL STORE (FOOD),2
M4C 4H4,BUILDING RENOVATOR,1
M4C 4J6,PUBLIC GARAGE,2
